accX,accY,accZ,gX,gY,gZ
-12004,4824,-4616,-335,326,1569
-10980,4624,-3576,17,-469,1573
-8940,4308,-3088,520,-760,1249
-6432,3648,-2432,1283,-589,283
-5156,2952,-3084,1726,-460,-824
-5956,3208,-4572,1661,-477,-1826
-9376,4448,-5972,977,45,-2219
-14864,6924,-7932,-211,62,-1640
-17504,9088,-5292,-939,-164,-524
-17060,8588,-2712,423,3543,603
-21160,9940,-9040,621,4753,1442
-25284,10920,-10256,-480,2593,1528
-30604,12880,-8844,-423,1219,1522
-32768,16196,-11616,443,994,1372
-32768,18656,-14816,713,-852,751
-32768,18388,-13516,652,-1215,-40
-32768,16076,-10304,601,910,-279
-32440,17760,-12804,1087,3404,167
-28728,16708,-13204,1651,3040,-920
-25160,12008,-11604,2011,2593,-1357
-17828,7916,-7468,2032,1459,-1286
-9668,4256,-2968,2306,2583,-1477
-820,2520,-20,3177,5090,-2682
2196,1736,-1404,3982,5351,-4262
2636,864,-1660,4453,3685,-4917
984,1252,-2124,4923,2377,-4363
504,800,-3072,5097,2341,-5245
372,-8,-2540,6033,1736,-5790
-608,568,-3172,5289,1756,-5804
1832,1212,-3056,4530,794,-6483
700,1212,-3904,2606,-558,-6611
908,332,-2376,936,-2872,-6532
1480,-496,-328,287,-3579,-6530
2324,-1296,1204,495,-2611,-6811
2820,-1584,1332,928,-1064,-7355
1152,-1800,1360,1615,445,-7205
-740,-1896,-8,2223,1422,-6128
-2884,-232,-4064,1190,1278,-5228
-7676,1736,-7576,-1427,-2826,-4260
-10292,3632,-4688,-2970,-4996,-3236
-15340,3756,-2248,-1381,-901,-1126
-21264,2988,-7236,-4,1589,1612
-24536,2944,-11796,-1657,1474,5257
-29536,2240,-14852,-4908,3498,10313
-32768,7924,-17732,-9406,181,15916
-30340,11416,-8956,-10509,1207,18659
-26552,14120,-10008,-7819,4517,19350
-22444,14848,-10232,-6163,4637,18608
-16072,12484,-9048,-4908,4436,16025
-16424,11388,-11216,-4441,4124,13818
-16380,10604,-10404,-5099,3158,11989
-14568,9472,-7960,-3837,1908,10017
-13824,9504,-10112,-2613,674,7271
-12236,7980,-8604,-1868,989,4753
-11484,6092,-7824,-861,2306,2643
-12640,5988,-9788,-1051,1876,970
-12744,5876,-8936,-1493,71,-461
-12556,5996,-7780,-1221,-1224,-1841
-12828,6384,-7800,-781,-1337,-2927
-13496,6328,-7644,-526,-2044,-3635
-13388,6768,-7172,-720,-2963,-3685
-12832,6956,-6316,-778,-3485,-3682
-12568,6912,-5496,-367,-2524,-3667
-13124,7452,-5728,-76,-1738,-3467
-13716,7568,-5952,3,-1901,-2963
-12940,8016,-5804,-8,-2143,-2428
-12780,8936,-5912,155,-2626,-2451
-11876,8828,-5828,390,-2464,-2777
-11536,8132,-5472,626,-1788,-3212
-11496,6968,-5904,570,-1034,-3178
-11968,6660,-6572,-63,-1082,-2935
-12292,6488,-6316,-786,-989,-2720
-12212,6728,-6592,-1436,-354,-2408
-12904,6620,-6576,-1722,-216,-2339
-13444,6688,-6404,-1835,-361,-2095
-13484,6752,-6296,-1955,-513,-1855
-12804,7152,-6044,-1944,-205,-1839
-12968,7280,-5948,-1793,217,-2018
-13184,7132,-6080,-1550,-39,-1994
-13052,6960,-6064,-1418,13,-1748
-13320,6864,-5668,-1379,387,-1503
-12692,6808,-5576,-1307,738,-1723
-13420,6256,-5000,-834,1238,-1252
-13620,6236,-5392,-410,1644,-777
-13832,6096,-5724,-265,1290,-508
-13552,5852,-5468,-279,981,-395
-13548,5744,-5252,-178,727,-538
-13696,5884,-5656,-118,484,-529
-13904,5892,-5592,-81,395,-560
-14120,5800,-5764,-155,72,-636
-14224,6132,-5544,-200,-33,-678
-14284,6136,-5504,-181,-33,-548
-14044,6176,-5588,-248,-262,-518
-13924,6384,-5560,-265,-331,-536
-13668,6408,-5680,-125,-359,-569
