accX,accY,accZ,gX,gY,gZ
-2116,15704,1540,-1697,1781,573
-2188,15344,1580,-1571,1793,547
-2192,15500,1532,-1434,1746,428
-2276,15504,1532,-1288,1709,389
-2292,15308,1656,-1271,1595,328
-2316,15408,1632,-1202,1693,153
-2472,15356,1428,-1112,1763,-19
-2524,15524,1572,-1038,1850,-137
-2420,15540,1596,-1037,1996,-245
-2304,15652,1648,-1014,2123,-381
-2484,15732,1572,-922,2171,-575
-2384,15672,1708,-783,1985,-625
-2288,15688,1704,-592,1654,-741
-2308,15564,1836,-421,1193,-740
-2144,15564,1756,-479,726,-725
-1924,15796,1776,-566,427,-672
-1720,15816,1764,-696,370,-637
-1564,15908,1956,-793,421,-699
-1512,16012,1788,-935,567,-737
-1332,15996,1832,-992,835,-806
-1244,16036,1928,-1018,1293,-834
-1268,15832,1880,-891,1944,-702
-1332,15656,1932,-743,2507,-598
-1572,15676,1896,-715,3052,-404
-1860,15500,1732,-757,3530,-316
-2276,15580,1808,-710,3697,-261
-2620,15484,1808,-541,3653,-310
-2696,15584,1648,-412,3538,-342
-2788,15712,1684,-346,3261,-379
-2876,15800,1772,-373,3110,-441
-2964,15768,1648,-435,2656,-494
-2860,15904,1612,-464,2292,-535
-2772,15896,1832,-426,1863,-587
-2732,15800,1700,-428,1620,-557
-2676,15776,1808,-429,1436,-519
-2520,15864,1724,-477,1226,-459
-2480,15868,1768,-449,930,-424
-2472,15952,1692,-430,623,-352
-2392,16092,1700,-471,400,-272
-2260,16188,1488,-579,348,-166
-2144,15936,1488,-515,398,-92
-2068,15892,1548,-439,477,-185
-2272,15932,1348,-350,529,-151
-2488,15640,1544,-315,169,-146
-2876,15292,1944,-6,-820,-67
-2864,15648,2024,251,-2144,35
-2524,15972,2244,136,-2963,192
-2012,15748,3104,127,-3580,-105
-2416,15816,2248,-241,-3933,-478
-2880,16124,2136,-1298,-4305,-26
-3048,15836,2168,-1579,-5724,691
-2996,15868,2032,-1590,-7472,1181
-1832,15772,2048,-1415,-8462,1446
-1420,15792,1808,-1199,-7632,1527
-1080,15860,1672,-1206,-5987,1362
-1168,16176,1512,-1324,-4003,1067
-1400,16496,1464,-1298,-2668,776
-1696,16368,1384,-1099,-2013,330
-1116,15600,1788,-546,-1473,-275
-1760,15860,1744,-131,-551,-327
-2096,15564,1760,83,-140,-15
-2420,15188,1924,206,-708,203
-2572,14896,2036,624,-2010,123
-2672,14952,2416,1002,-3326,228
-2408,15132,2436,1346,-4297,276
-1876,15160,2532,1396,-4598,339
-1508,15504,2464,1241,-3854,291
-1332,15892,2464,969,-2741,297
-1416,16096,2452,837,-1502,280
-1324,16304,2024,688,-421,-2
-1220,16220,1932,470,860,-499
-1280,15976,1804,424,1716,-1201
-1360,16016,1776,536,2063,-1978
-1620,15976,1868,803,1716,-2783
-1304,16104,1976,919,1105,-3501
-1128,16032,2244,932,942,-4034
-904,16028,2404,908,1024,-4315
-884,16012,2748,968,750,-4472
-908,16088,3232,1016,188,-4315
-684,16108,3392,1011,-352,-3925
-428,16280,3260,820,-562,-3365
-412,16148,3296,341,-537,-2566
-404,15924,3076,-303,-383,-1650
-588,15472,2980,-953,-181,-734
-840,14988,2616,-1435,-232,129
-1048,14832,2424,-1557,-249,853
-1136,14788,2008,-1575,-362,1489
-1336,15084,1656,-1506,-527,2049
-1496,15300,1408,-1357,-916,2509
-1648,15516,1384,-1084,-1503,2808
-1752,15496,1320,-672,-1997,2900
-1484,15076,1248,-209,-2211,2703
-1500,14880,1144,232,-1881,2251
-1640,14628,1192,423,-1473,1742
-1656,14304,1224,444,-1036,1161
-1720,14068,1644,616,-595,597
-1708,14472,1712,902,53,107
-2160,16248,1784,908,609,121
-2152,17424,2692,742,1702,418
-2072,17516,2116,341,3947,724
-2444,17940,1568,-486,5229,175
-3516,16652,1956,-826,4120,-531
-3308,15884,1352,-469,2568,-838
-2676,15932,948,-170,1402,-1315
-2300,16176,852,-182,1043,-1516
-2152,16384,688,-191,837,-1507
-2156,16324,376,-194,744,-1096
-1940,15936,360,100,771,-893
-2032,15480,212,436,510,-695
-2272,15288,224,853,-64,-415
-2448,15004,148,1200,-1049,-288
-2536,15044,64,1324,-2304,-135
-2452,15476,112,1195,-3315,64
-2216,15844,196,1042,-3847,231
-2032,16168,216,981,-3737,318
-1832,16244,288,1102,-3131,540
-1828,16380,256,1220,-2393,603
-2224,16244,456,1504,-1960,606
-2268,16296,536,1446,-1892,444
-1784,16400,1060,1350,-1057,445
-1288,16692,1372,1096,1153,264
-1248,16784,1724,698,3907,-43
-1868,16820,1552,224,5826,-382
-2236,16492,1244,-211,6241,-608
-2244,16564,1200,-458,5640,-680
-2292,16584,972,-450,4594,-680
-2096,16420,420,-571,3537,-622
-2080,16184,124,-1027,2435,-497
-2160,15844,476,-1711,728,-714
-1432,15940,576,-1926,-78,-358
-1584,15776,524,-1730,-552,-456
-1204,15884,544,-1398,-1305,-517
-1436,16600,-84,-863,-1450,-280
-1472,16836,-348,-529,-1470,-473
-1432,17296,-744,-560,-1616,-638
-1268,17108,-668,-927,-1658,-870
-868,16480,-512,-1148,-1060,-1028
-676,15908,-400,-1187,-39,-1349
-1000,15708,-308,-1068,630,-1584
-816,15440,-216,-998,1377,-1629
-552,15496,520,-852,2856,-1611
-320,16252,1128,-482,4550,-1238
-644,16736,1784,-192,6254,-428
-828,16736,2288,-34,7826,583
-1388,16600,2064,-456,7871,1209
-1780,15696,2488,-897,6697,1642
-2544,15416,2080,-946,4850,1895
-2820,15316,1812,-833,2929,2168
-2888,15444,1936,-547,1740,2191
-3304,15132,1332,-317,375,1882
-3484,15212,912,-452,-1480,1742
-3104,15212,708,-556,-3314,1795
-2868,15152,728,-461,-4190,1939
-2528,15156,812,-441,-5184,1978
-2284,15160,1040,-166,-5948,1903
-1616,15680,1180,-153,-6243,1948
-1136,16020,1660,-509,-5822,2040
-528,16052,1712,-730,-4828,2035
-288,16040,1956,-751,-3434,1774
-608,16328,1732,-754,-2415,1359
-1016,16532,1372,-339,-1976,756
-1788,17120,748,-600,-2764,-93
-1908,16792,-72,-784,-4115,-1096
-968,16096,-196,-1036,-4553,-2372
-268,15632,152,-1354,-3705,-3408
112,15456,172,-1056,-1825,-3971
0,15620,432,-304,529,-4232
-452,15880,492,-152,1431,-4010
-732,15916,276,-214,1374,-3664
-592,15824,148,-467,934,-2910
-396,15684,540,-530,874,-1951
-212,15844,880,-695,753,-1095
-424,16160,724,-525,823,-221
-400,16236,796,-323,1333,375
-584,16548,676,-215,1675,577
-828,16436,640,-376,1747,355
-976,16396,684,-538,1695,118
-996,16392,924,-622,1730,-239
-888,16252,928,-724,1971,-477
-1004,16304,864,-871,2238,-543
-1056,16288,624,-977,2332,-456
-1328,16252,668,-953,2408,-300
-1320,16176,552,-914,2460,-95
-1540,16044,648,-863,2525,121
-1636,16176,676,-914,2472,291
-1824,16220,740,-1011,2326,379
-1880,16168,740,-948,2213,489
-1924,16044,948,-829,2116,488
-2012,16156,784,-746,1945,461
-2008,16088,944,-725,1651,496
-2024,16180,936,-730,1411,516
-1984,16000,924,-789,1253,511
-1912,15932,1108,-755,1004,593
-1788,15872,1444,-602,623,621
-1616,15896,1316,-478,421,697
-1572,15920,1280,-569,261,756
-1636,15900,1220,-738,-29,725
-1548,15736,1452,-799,-409,660
-1460,15948,1244,-827,-697,672
-1432,15996,1128,-827,-798,627
-1472,15836,1232,-796,-730,615
-1588,15884,1012,-702,-665,496
-1532,15652,1192,-555,-694,446
-1692,15760,1028,-387,-716,394
-1692,15648,1344,-255,-727,458
-1772,15636,1368,-78,-729,506
-1764,15640,1356,-6,-651,569
-1792,15616,1316,-34,-598,517
-1688,15680,1316,-3,-467,405
-1740,15692,1488,15,-375,256
-1836,15708,1528,40,-424,97
-1780,15856,1408,70,-471,-10
-1692,15872,1668,35,-356,-86
-1484,15940,1468,37,-217,-170
-1564,15912,1292,28,-204,-277
-1368,15908,1468,-55,-494,-446
-1356,16092,1460,-121,-541,-519
-1204,15912,1308,-127,-490,-484
-1240,15980,1444,-198,-529,-619
-1192,16148,1324,-275,-668,-557
-1072,16036,1316,-246,-592,-539
-1156,16024,1256,-159,-472,-543
-1084,15948,980,-173,-410,-548
-1160,15948,1028,-111,-309,-531
-1144,16044,1240,-301,-529,-707
-1064,15940,1168,-362,-423,-598
-996,15900,1252,-259,-195,-665
-1396,16248,1064,-549,-186,-955
-1256,16156,936,-538,56,-729
-1212,15960,1340,-472,-23,-995
-1052,16112,952,-377,-93,-863
-1136,16028,892,-509,-298,-1084
-1244,16160,1084,-623,-316,-940
-936,15976,1104,-523,348,-1011
-860,15892,1020,-394,944,-935
-768,15976,1212,-149,1530,-904
-600,16128,1344,-175,2382,-1044
-740,15892,928,-47,4251,-982
-1348,16072,1112,-866,4762,-751
-1756,16280,928,-1106,4662,-522
-1184,15600,1404,-364,5520,-669
-1096,16180,1016,-433,6501,-887
-1728,16476,424,-928,7421,-840
-2108,15908,792,-840,7466,-786
-2232,16164,564,-421,6606,-678
-2520,16004,220,-149,4943,-736
-2276,15628,572,-222,2984,-738
-2024,16308,404,-310,1454,-610
-1232,15860,708,13,1921,-717
-1104,16112,296,-47,3233,-569
-1752,16432,-140,-571,4091,-366
-1824,15800,300,-505,4447,-301
-1712,15844,600,-441,4129,-460
-2132,16228,320,-348,4092,-297
-2156,15952,524,-283,3710,-90
-2112,15748,308,-130,3317,-40
-2056,15944,200,-138,2831,-243
-2164,16348,24,-371,2144,-352
-2132,15796,212,-148,1485,-336
-2064,15896,-128,61,861,-188
-2148,15924,-264,464,262,65
-2396,15868,-340,754,-798,370
-2500,16156,-420,845,-2493,790
-2576,15988,-496,636,-4424,1086
-2400,15996,-252,488,-6010,1263
-1992,16076,-212,595,-6888,1248
-1696,15964,-208,717,-7149,1191
-1816,15836,-316,903,-7383,1044
-1800,15788,-144,992,-7814,898
-1784,16116,-272,993,-8403,655
-1036,16384,72,1044,-7969,429
-464,16572,112,903,-5853,222
-188,16176,508,614,-2680,-2
-256,15932,1308,680,935,-315
-284,16368,804,683,3901,-764
-1304,16404,96,-165,5909,-804
-1996,15908,252,-780,5776,-437
-2392,15636,536,-602,4646,-249
-1436,16012,388,-85,3881,-549
-1724,16336,-160,-276,3995,-478
-2092,16292,16,-533,3498,-78
-2112,16200,64,-438,2545,-131
-1732,16204,164,-339,1552,-303
-1348,16512,-248,-437,1666,-388
-1068,16312,-108,-695,2421,-289
-1468,16088,-136,-809,2736,-258
-1912,16104,-384,-795,2139,-352
-1700,16308,-372,-1033,1119,-328
-1300,16280,-604,-1189,1075,-301
-1436,15756,-656,-1203,1362,-97
-2112,15920,-772,-1066,962,181
-1996,15860,-844,-878,-177,343
-2144,16272,-716,-742,-1597,354
-2012,16112,-864,-687,-2736,337
-1652,16132,-424,-500,-3549,175
-1224,16264,-380,-387,-3337,-150
-1068,16148,-232,-623,-2194,-202
-1092,15848,128,-703,-910,-213
-1304,15592,188,-386,-12,-128
-1528,15744,20,-225,423,-100
-1852,15932,-28,-210,377,-84
-1868,15832,100,-254,57,-20
-1716,16052,84,-235,-162,-2
-1504,16428,-260,-487,81,-102
-1500,16020,84,-612,561,-169
-1588,16152,308,-340,900,-205
-1664,16324,292,-158,906,-423
-1652,16420,132,-201,839,-429
-1552,16080,420,-362,677,-517
-1536,16172,628,-470,555,-606
-1096,16380,840,-486,589,-765
-908,16232,688,-827,1401,-798
-1116,15900,784,-987,2157,-349
-1304,15808,700,-993,2316,-14
-1612,16080,600,-1031,1739,348
-1500,15776,416,-1170,824,699
-1564,15928,308,-1296,42,1210
-1344,15840,536,-1374,-604,1568
-1296,16164,188,-1413,-957,1727
-1432,16104,156,-1479,-1347,1875
-1132,16060,132,-1505,-1430,1821
