accX,accY,accZ,gX,gY,gZ
-14744,-4300,-2280,-713,248,541
-14788,-4048,-2064,-707,-128,266
-15096,-3876,-2392,-610,-371,84
-15008,-3948,-2556,-685,181,149
-15284,-4080,-2216,-765,498,332
-15248,-4320,-1704,-657,293,406
-15228,-4084,-2048,-369,73,214
-15312,-3876,-2704,-556,-264,44
-15172,-4140,-2204,-729,-481,-25
-15392,-4148,-1656,-481,-432,-102
-15408,-4036,-1808,-231,-329,-124
-15136,-4120,-2308,-271,-261,-236
-15204,-4152,-2208,-365,-69,-237
-15048,-4280,-1728,-335,72,-155
-15144,-4132,-1564,-141,86,-169
-15380,-3988,-1988,12,-58,-288
-16096,-3768,-2188,-217,-673,-438
-15184,-4288,-2012,-329,-1194,-461
-14672,-3960,-1984,-153,43,-314
-14944,-4076,-1816,-187,425,-609
-15636,-3892,-1672,-125,636,-529
-15684,-4100,-1788,-210,42,-370
-15048,-3972,-1948,-284,149,-574
-14792,-3976,-2060,-402,377,-692
-14940,-4196,-1916,-557,600,-556
-14996,-4152,-1540,-572,486,-425
-14712,-4028,-1812,-448,603,-537
-15252,-3960,-1924,-397,391,-517
-15004,-4200,-1816,-299,553,-533
-15000,-4284,-1892,-302,358,-239
-14760,-4256,-1896,-391,747,-90
-15036,-4192,-1908,-437,722,-67
-15352,-3984,-1708,-403,484,-102
-15264,-4112,-1860,-365,280,-94
-14936,-4108,-1872,-492,535,2
-15100,-4068,-1936,-551,647,43
-15260,-4068,-1992,-566,565,109
-15236,-4136,-1912,-497,546,189
-15492,-4172,-1836,-427,419,189
-15160,-4184,-2148,-420,284,243
-15088,-4208,-2292,-593,387,201
-15180,-4208,-1844,-634,472,222
-15180,-4124,-1816,-687,487,359
-15444,-3916,-2160,-781,414,546
-15364,-4120,-1976,-878,276,541
-15064,-4156,-1832,-888,617,670
-14552,-4348,-1412,-640,274,281
-15188,-4068,-1924,-364,220,353
-15360,-3848,-2068,-446,216,248
-15392,-3820,-2244,-450,280,178
-15352,-4032,-2108,-589,459,188
-15236,-4004,-1796,-583,395,63
-15308,-3856,-1956,-468,53,69
-15072,-3744,-2116,-313,88,28
-15248,-3652,-2272,-373,33,-48
-15044,-3756,-1880,-503,122,-97
-15144,-3832,-1896,-438,191,-23
-14848,-3752,-1824,-416,266,-20
-15140,-3808,-1904,-506,232,105
-15108,-3720,-2052,-646,333,120
-15016,-3804,-2060,-760,338,115
-15400,-3920,-1812,-809,303,123
-15480,-3788,-2040,-812,183,171
-15272,-3964,-1708,-832,342,198
-15296,-3928,-1652,-707,362,290
-14720,-4032,-1740,-686,318,107
-14780,-3788,-1800,-601,318,-15
-15124,-3544,-2016,-572,523,107
-15436,-3504,-2140,-508,413,263
-15348,-3396,-1988,-518,240,137
