accX,accY,accZ,gX,gY,gZ
-15832,-2840,-2068,-403,262,-199
-15540,-2852,-2012,-468,127,-243
-15400,-2840,-1772,-601,143,-191
-15324,-3092,-1704,-558,535,-124
-15068,-3100,-1560,-411,356,-126
-14860,-2948,-2080,-387,320,-176
-14964,-3008,-2096,-504,612,-218
-14912,-2908,-2048,-660,775,-169
-14688,-3132,-1952,-673,578,-229
-14396,-3368,-1480,-585,711,-94
-14572,-3104,-1736,-567,1209,-18
-15284,-2916,-2132,-521,1089,130
-16280,-2752,-2120,-519,1126,610
-16108,-2616,-2036,-485,625,652
-15992,-2536,-2336,-473,691,786
-15892,-2624,-2364,-608,275,866
-15592,-2684,-1796,-680,252,1151
-15456,-2644,-1788,-457,339,1077
-15432,-2488,-2120,-365,489,1070
-15508,-2192,-2256,-387,407,805
-15444,-2852,-2036,-560,271,666

