accX,accY,accZ,gX,gY,gZ
-13936,-5104,-744,-15989,-1393,1216
-13732,-5144,-1092,-15703,-1101,1264
-13968,-5456,-1792,-15633,-835,1259
-14396,-5864,-1756,-15560,-1040,1551
-14260,-5800,-1720,-15426,-1410,1753
-14344,-5780,-1660,-15093,-857,2067
-14396,-5600,-2080,-14883,-823,2171
-14272,-5672,-2468,-14567,-763,2204
-14256,-5928,-2184,-14108,-681,2269
-14100,-6280,-2308,-13629,-334,2258
-14420,-6464,-2336,-13122,-29,2386
-14272,-6300,-2660,-12647,-105,2312
-14436,-6504,-2164,-11991,-36,2248
-15072,-6804,-2116,-10972,276,2507
-15160,-6744,-1964,-9816,84,2825
-15564,-6180,-2580,-8723,-383,3034
-15228,-5732,-2484,-7977,-1330,2917
-14676,-6040,-2228,-7038,-965,3203
-14624,-5620,-2440,-6194,-289,3602
-15404,-5428,-2288,-5386,-537,4099
-14408,-4988,-1884,-4541,-1267,4630
-13276,-4900,-1620,-3848,-541,5310
-13792,-5004,-1300,-3143,343,5835
-14732,-4788,-2004,-2544,562,6139
-15160,-3680,-2436,-2318,-318,6317
-15172,-3512,-1300,-1985,-765,6285
-15392,-3472,-1104,-1505,37,6144
-16352,-2996,-2096,-1206,226,6070
-16128,-2540,-2244,-1330,-789,5638
-15520,-2344,-992,-1140,-1190,5278
-15324,-2128,-668,-566,-11,4953
-15712,-1788,-1328,-247,389,4499
-16412,-1244,-2124,-339,68,4124
-16044,-1316,-1124,-406,-319,3627
-16276,-1264,-720,-120,440,3387
-16720,-968,-1708,-23,1194,3247
-17312,-444,-2104,-406,862,3084
-16820,-160,-1568,-753,138,2805
-16704,8,-1444,-876,249,2751
-16852,324,-2412,-1468,63,2785
-17076,276,-1776,-1961,-672,3003
-16156,-72,-368,-1748,-1768,3178
-14280,288,-112,-1298,-1335,3333
-13852,500,88,-496,-43,3249
-14532,648,-684,30,39,2945
-14500,876,-1048,305,-264,2693
-14452,692,-1320,279,332,2766
-15068,684,-1244,210,424,2746
-15592,1128,-1148,37,1258,2681
-16328,1312,-1304,-347,1343,2386
-16464,1552,-1460,-691,842,1971
-16332,1176,-884,-677,306,1527
-15948,952,-692,-408,485,1416
-15652,1320,-896,-173,751,1080
-16088,1228,-1744,-164,779,1004
-16016,1444,-1636,-347,319,832
-16100,1544,-940,-160,-5,501
-16052,1404,-1068,142,-145,280
-15816,1568,-1484,284,-34,93
-15900,1624,-1620,153,-97,-189
-15824,1388,-1476,-4,-346,-261
-15908,1412,-1204,17,-499,-316
-15708,1472,-1248,34,-387,-170
-15584,1756,-1268,-170,-533,-274
-15572,1660,-1032,-297,-617,-447
-15188,1596,-560,-143,-399,-541
-15292,1620,-580,70,161,-345
-15768,1480,-1260,98,148,-107
-15480,1644,-1160,-224,-57,-125
-15320,1540,-368,-249,-160,-273
-15380,1600,-376,-106,-10,-229
-15324,1752,-684,-171,-504,-236
-15764,1552,-884,-371,-803,-121
-15060,1452,-420,-520,-624,58
-14920,1568,-424,-523,209,230
-15260,1852,-748,-587,213,134
-15544,1928,-576,-693,175,212
-15552,1924,-468,-741,457,297
-15832,2100,-952,-761,852,448
-16164,2388,-1172,-841,750,415
-16028,2372,-556,-856,577,236
-15932,2024,-580,-627,450,17
-15500,2024,-772,-718,284,-63
-15200,1536,-752,-683,473,-140
-15260,1608,-640,-528,918,-189
-15856,1644,-988,-591,664,-279
-15588,1656,-904,-722,151,-392
-15100,1732,-520,-728,581,-501
-15572,1796,-648,-550,891,-505
-15588,1608,-752,-538,545,-543
-15636,1672,-748,-621,318,-525
-15532,1944,-676,-587,378,-458
-15432,1928,-680,-489,466,-450
-15616,2008,-592,-431,568,-383
-15852,1984,-916,-394,524,-385
-15676,1948,-692,-388,322,-413
-15760,1960,-512,-279,416,-347
-15924,1688,-656,-137,614,-278
-15676,1712,-964,-34,316,-355
-15400,1764,-1116,-326,152,-455
-15356,1588,-676,-374,105,-635
-15344,1412,-392,-73,385,-623
-15316,1680,-988,-100,509,-598
-15412,1688,-1088,-292,490,-646
-15340,1632,-756,-413,618,-565
-15428,1656,-716,-255,731,-538
-15512,1636,-1276,-211,817,-475
-15768,1688,-1532,-318,663,-418
-15336,1612,-1112,-368,666,-312
-15388,1744,-968,-268,743,-331
-15740,1732,-1140,-249,540,-328
-15500,1748,-1164,-282,627,-393
-15776,1588,-1132,-397,634,-292
-15756,1504,-1136,-398,437,-235
-15708,1680,-1036,-358,641,-174
-15792,1812,-1312,-376,495,-366
-15776,1448,-900,-412,384,-418
-15600,1112,-536,-225,374,-278
-15136,1332,-800,-43,503,-264
-15308,1560,-1452,-135,508,-223
-15316,1560,-1084,-341,491,-259
-15352,1552,-720,-210,633,-239
-15640,1536,-1364,-234,896,-137
-15864,1592,-1564,-406,630,-204
-15528,1380,-1168,-591,453,-101
-15236,1328,-1004,-533,547,-13
-15228,1464,-1188,-473,931,26
-15572,1616,-1352,-629,947,-15
-15556,1596,-1224,-803,1267,162
-16072,1424,-1232,-762,1023,133
-15724,1600,-1212,-640,376,-179
-15652,1560,-1188,-542,459,-221
-15824,1720,-1484,-540,712,-154
-15848,1716,-1368,-644,523,-177
-15624,1548,-1128,-527,302,-163
-15692,1512,-1100,-400,269,-159
-15612,1692,-1448,-319,235,-130
-15368,1592,-1500,-357,354,-159
-15184,1420,-1384,-441,292,-193
-15276,1480,-1160,-475,373,-139
-15564,1328,-1348,-387,259,-76
-15516,1448,-1396,-340,55,-140
-15476,1836,-1436,-452,198,-29
-15620,1720,-1468,-513,-48,-159
-15660,1644,-1308,-555,-234,-163
-15516,1580,-1228,-510,-54,-195
-15688,1688,-1212,-392,179,-168
-15628,1452,-1084,-295,116,-67
-15364,1360,-1084,-348,156,-44
-15584,1468,-1388,-393,194,0
-15496,1504,-1532,-572,446,26
-15548,1444,-1088,-590,466,72
-15696,1336,-876,-336,213,72
-15576,1560,-1392,-254,48,33
-15436,1972,-1504,-303,117,-92
-15520,1920,-1320,-446,-44,-121
-15560,1664,-676,-371,-211,-174
-15624,1704,-840,-228,105,-145
-15472,1596,-1280,-231,313,-145
-15424,1748,-1212,-378,589,-274
-15808,1464,-1124,-377,596,-302
-15724,1468,-968,-288,418,-411
-15948,1296,-1268,-240,437,-367
-15532,1356,-1080,-378,405,-384
-15372,1584,-1160,-421,415,-592
-15396,1524,-1184,-395,363,-610
-15756,1420,-952,-312,236,-572
-15696,1452,-1172,-291,211,-367
-15372,1728,-1128,-439,103,-326
-15376,1804,-1024,-412,476,-322
-15768,1764,-1124,-370,424,-273
-15576,1500,-1048,-347,385,-162
-15548,1372,-972,-255,463,-120
-15156,1508,-1196,-309,661,-170
-15716,1712,-1464,-419,542,-213
-15736,1480,-1332,-555,182,-101
-15432,1620,-1224,-547,180,-31
-15608,1476,-1096,-526,456,-45
-15580,1696,-1296,-539,512,-59
