accX,accY,accZ,gX,gY,gZ
-12192,-2760,-3272,-2890,3106,2504
-12248,-2920,-2912,-3551,2530,2840
-12904,-2552,-2956,-3857,2641,3310
-13804,-2068,-3732,-4452,2480,3796
-14032,-2580,-3060,-4917,1467,4488
-14148,-2060,-2280,-4943,1007,4950
-14428,-1748,-2996,-5103,261,5359
-14656,-2556,-4780,-6329,300,6268
-15476,-2532,-3944,-7477,544,7098
-15128,-1432,-2832,-7769,138,7602
-13908,-1088,-2416,-8086,583,7675
-14864,-2628,-3544,-8974,2463,8699
-16304,-1396,-3360,-9542,2077,9414
-16232,64,-2060,-9496,544,9877
-15832,932,-1196,-9052,858,10430
-17820,1312,-4060,-9634,1248,11339
-20724,2752,-4500,-9571,58,12213
-17804,3760,-3128,-10112,5,13136
-16948,4412,-3800,-11073,1074,13306
-16676,5636,-4552,-12510,633,12872
-17664,6436,-4528,-13064,2682,13750
-17588,6784,-5180,-13842,4318,14133
-19176,8384,-6816,-14330,4096,13642
-19252,10100,-8064,-15384,1687,13400
-18684,10420,-7680,-15491,811,11598
-18808,9112,-9352,-16486,2110,9794
-18904,7724,-7516,-15848,4607,7663
-19680,7224,-6616,-14509,4721,6011
-19400,7028,-6328,-13339,2231,4295
-15680,7136,-6284,-12201,1109,3073
-13120,6544,-5716,-11300,3452,1408
-14176,7040,-3632,-9838,4097,856
-14452,8416,-4220,-9084,2290,-131
-13460,8156,-4484,-9077,1307,-734
-13500,7992,-3976,-8597,771,-578
-12616,7704,-4640,-8525,259,-201
-12308,7240,-4636,-8726,-123,-260
-12836,7140,-3392,-8655,-217,-273
-10980,5876,-2636,-7575,-341,378
-10984,5308,-4072,-7045,1374,812
-11468,4308,-3024,-6891,2591,632
-11584,3944,-1896,-5891,2701,823
-11644,3160,-2040,-4715,3118,1146
-10892,3224,-2324,-4467,3315,821
-9636,2864,-1636,-4348,4531,922
-10136,3644,-2484,-4275,4873,422
-10712,3656,-3576,-4839,6468,688
-12212,2784,-2220,-3437,6309,2133
-12016,3088,-3048,-2629,4929,2043
-11300,3248,-4172,-2809,7863,1206
-14352,3788,-5212,-3348,11748,188
-18328,4496,-3544,-3625,11045,-12
-21688,3836,-3180,-2672,9738,-553
-21276,4752,-3716,-1230,4705,-697
-19804,4956,-3088,380,999,-1381
-18280,3988,-3976,2700,-493,-2163
-17352,3920,-5632,4173,-333,-2843
-16960,4764,-6992,4886,-627,-3509
-15084,4304,-4652,6540,-873,-3673
-14108,4644,-6068,8863,-82,-3489
-14000,5536,-6604,10780,-373,-3769
-14172,6384,-7404,12653,28,-3194
-13204,7132,-8000,13808,-672,-3740
-12152,6680,-8312,15115,350,-3682
-13692,5764,-8928,16809,2273,-3965
-16112,5376,-10188,17300,2246,-4700
-17828,5064,-10028,18172,2360,-5088
-18392,5520,-9804,18819,1052,-5665
-19680,6132,-10844,18888,161,-6012
-18376,6188,-11828,18109,68,-6329
-18068,5564,-10192,17047,1180,-6712
-19436,5216,-8908,18193,1435,-6531
-19372,6520,-9000,17143,-1577,-8225
-18500,4748,-9172,17267,-2457,-7958
-19024,4224,-9028,16306,-2242,-7376
-15312,3072,-7856,16784,-3940,-8240
-14708,4656,-8532,16461,-4779,-8940
-12892,4292,-9220,15367,-5512,-10687
-12780,3756,-9548,13668,-3623,-10437
-14800,2028,-7284,12504,473,-8499
-13532,1832,-6588,11238,-1788,-7559
-9836,2744,-6456,9929,-5030,-8533
-9280,1716,-6052,8830,-3189,-8021
-10924,740,-4756,8180,-1733,-6914
-10904,464,-4300,7814,-2285,-5718
-9396,140,-4500,6720,-3983,-5347
-9076,-268,-4440,4535,-5246,-4704
-9076,-1540,-2640,2709,-6004,-4238
-8528,-2336,-2364,2920,-3201,-1948
-9204,-1572,-2740,2264,-555,-558
-9248,-1628,-2800,827,-618,54
-9748,-2680,-2668,-666,979,1180
-10448,-2228,-3340,-2625,2392,2763
-11144,-672,-3300,-4393,3831,3893
-10644,256,-736,-4693,3606,4637
-11984,872,-552,-4546,3627,5678
-13404,2232,-3456,-5303,2648,7117
-12752,3624,-4760,-7181,2525,8636
-12664,4108,-4932,-8200,5510,10894
-15144,4500,-6720,-10946,9669,13124
-17820,5788,-7596,-13742,8313,13982
-17884,6968,-5740,-15810,6969,14444
-17580,8080,-4768,-16578,6871,14385
-18176,8112,-8188,-16779,8542,15150
-20064,8776,-9664,-17762,7086,14860
-19768,10196,-8848,-17715,3610,15059
-18368,10544,-10788,-17634,1328,14630
-16084,10612,-12436,-18044,3873,13917
-17180,10376,-11592,-18209,6940,12880
-17836,10332,-10728,-19202,5658,11441
-16904,9104,-9384,-18916,4128,10202
-15252,9212,-10732,-18524,4431,9124
-15348,8568,-10868,-18271,5169,7911
-15696,7988,-9424,-17627,5179,6212
-15600,8200,-10436,-16765,2544,4850
-14960,7116,-10108,-16181,1032,3685
-12280,5972,-9252,-15204,492,2906
-12940,4916,-9500,-14345,851,2020
-13376,3736,-8916,-12945,-165,1579
-12540,2888,-7996,-11730,-1027,638
-11752,1744,-7328,-10071,-296,-507
-11612,1036,-7556,-8185,-470,-951
-12280,852,-7216,-6315,-1122,-1190
-11228,468,-6428,-4317,-1005,-1396
-10668,204,-8240,-2693,361,-1081
-10120,216,-7924,-1322,1180,-1490
-12536,1060,-6856,22,3209,-1758
-14452,1404,-6132,1751,3735,-2098
-16044,2300,-5804,3707,2106,-2875
-16740,3288,-6708,4352,2045,-3485
-18804,4140,-7436,5660,2493,-4002
-20156,6488,-6724,7532,2890,-4972
-19544,7052,-5396,10074,634,-6123
-21532,8764,-7004,12373,-3173,-6026
-17824,6416,-9748,14461,-6572,-4481
-13068,7852,-13416,14657,-6076,-3343
-9212,7148,-9956,15661,-3451,-5293
-14840,7756,-10664,18107,-770,-6380
-18016,8708,-11060,18453,-1838,-8245
-19028,8656,-11668,19344,-1576,-8007
-18504,8764,-11472,19990,-1972,-8103
-17148,8380,-11332,21115,-4345,-8103
-16716,8620,-10332,21913,-6630,-9480
-16080,8436,-9724,22401,-7618,-10845
-14900,8072,-10508,21462,-7858,-12154
-14764,8376,-12184,18770,-5549,-12535
-16080,7092,-10764,16550,-3157,-12327
-15540,6504,-8704,14329,-1169,-11922
-15140,6100,-6004,13409,-1191,-11544
-13988,5944,-5836,13517,-1883,-10935
-12104,5052,-7576,12194,-3167,-11042
-11492,3652,-7632,10017,-2101,-10484
-12540,3588,-5776,8914,-1320,-9120
-11948,2988,-4160,8502,-2986,-7887
-10304,2080,-2176,7631,-3287,-6865
-8276,1836,-4872,6602,-2099,-5509
-7848,1704,-4380,5503,-1457,-5053
-8448,924,-3052,4569,-1543,-4256
-9068,296,-3504,3627,-1389,-2850
-8984,-120,-3400,2181,-378,-1062
-8636,288,-2800,903,543,254
-9612,-180,-1548,267,627,1493
-10492,-64,-2688,-729,1103,3398
-10968,652,-3492,-1932,1223,4692
-11248,1696,-3140,-2441,901,6171
-12116,2224,-4428,-3889,2434,7535
-14660,3704,-5760,-5958,3570,9641
-16792,5752,-6040,-7814,3178,10632
-17364,5640,-3340,-8617,909,11429
-19260,6496,-4568,-9984,3612,12933
-22296,7576,-7940,-11868,2962,14023
-21516,7436,-5860,-12537,1616,15011
-21836,7788,-5096,-12352,81,15520
-21616,8592,-7028,-14023,-1463,15286
-19056,8608,-5248,-14933,-1685,14945
-17616,8984,-5372,-14985,-401,13367
-17720,8780,-7380,-15620,503,12495
-16120,8376,-7224,-16459,1692,11440
-14944,7372,-5464,-16815,2284,10098
-14720,7044,-5956,-17057,4370,8492
-16128,6692,-6584,-17364,5191,7507
-16888,6716,-6428,-17203,4826,6445
-15960,6600,-5556,-16478,3971,5269
-15388,6456,-6328,-16074,2891,3774
-15012,5752,-5872,-15514,2516,2794
-14152,5212,-5840,-14639,2301,2307
-13120,5120,-5768,-14018,1407,1890
-12256,4532,-5032,-13511,353,1230
-12464,4088,-4868,-12063,587,948
-13124,3860,-5872,-10768,446,802
-13172,3628,-5992,-9984,-940,1135
-12648,3404,-4712,-8796,-2040,977
-13000,3560,-5632,-7321,-2305,822
-12360,3252,-6228,-6512,-2293,558
-12860,3072,-5620,-4854,-1553,804
-12832,3152,-5464,-3370,-1673,853
-12812,3436,-5392,-1941,-1488,794
-13112,4184,-5480,-536,-371,480
-13660,5024,-5384,811,-50,437
-13584,5400,-4848,1883,943,-45
-15292,5492,-5108,3165,2269,-346
-16040,6516,-5732,4203,1798,-76
-16560,7172,-3988,6002,1374,-463
-16636,7660,-4640,8253,736,-1188
-15468,7300,-5828,9660,381,-2624
-15196,6168,-4192,11540,1192,-3574
-15552,5820,-3308,13145,707,-3786
-14984,5164,-4080,13649,-616,-4464
-12920,4716,-5276,14543,428,-4998
-12164,5376,-6408,15666,1268,-5393
-11952,4596,-7196,16784,4004,-6380
-14416,4196,-7540,17646,5252,-6683
-16464,4796,-9348,17961,4421,-6858
-17208,5500,-9804,17805,3411,-7357
-17676,5452,-8656,18960,3511,-7293
-18388,5556,-8944,20567,748,-7150
-18532,6064,-9760,21448,-2710,-7267
-17532,5948,-11356,21906,-3748,-7294
-16196,5928,-13020,20725,-2445,-7832
-18432,6184,-12552,19597,-1164,-6995
-18952,6444,-10444,19226,-2324,-6593
-17500,6352,-9908,19039,-4532,-6892
-15572,6224,-13692,17072,-4436,-7845
-13588,5016,-11220,14670,-2793,-8769
-14968,5556,-9204,15252,-242,-8581
-15300,4916,-9024,14698,-2799,-9294
-13636,4032,-10636,13336,-2447,-9391
-13428,3804,-9868,11651,-377,-8963
-12296,4060,-7048,9862,606,-8832
-13308,3040,-5068,10046,469,-8434
-12408,2712,-6508,9840,-407,-7696
-11768,2164,-7612,7963,551,-7263
-11104,1708,-6184,6259,772,-6372
-9860,744,-4208,5243,225,-6015
-10004,-404,-4396,4219,343,-5273
-9828,-960,-7008,2807,-417,-4196
-10536,-1304,-3736,2515,642,-2946
-10224,-1476,-2760,1760,294,-2445
-10356,-1092,-3520,1354,1259,-1262
-12392,-1016,-4840,685,1162,87
-12904,-956,-4128,-101,1149,1663
-13360,-560,-3940,-927,1616,3499
-12864,1296,-4128,-1777,1820,4521
-12172,2028,-3720,-2248,1833,5333
-14264,2664,-4280,-2446,1373,6716
-14024,3760,-4420,-3720,918,7730
-13956,4808,-4140,-4174,636,8207
-14528,5964,-5292,-4891,1104,8686
-14344,5248,-7236,-6870,2870,9751
-15584,5752,-7040,-9565,3781,9946
-16352,6280,-5900,-11322,4294,10510
-16068,6508,-5112,-12339,4494,10043
-16668,6916,-7188,-13318,5445,9742
-17952,6408,-7784,-14018,4802,9405
-17604,6116,-6336,-14489,3269,9755
-17480,5568,-6672,-14654,2335,9521
-18232,5700,-6820,-15191,1472,9454
-19412,5552,-8136,-14982,-465,10062
-19184,5980,-8420,-15841,-2439,9989
-16240,5184,-8988,-16737,-865,9282
-17244,5200,-8876,-16413,1655,8385
-18176,5508,-8816,-16015,732,7399
-19196,4228,-9144,-15650,-1939,6697
-18348,840,-10152,-15694,-3471,5239
-17496,-760,-7420,-14330,496,2534
-19912,-520,-6468,-11576,2279,456
-19436,2600,-5280,-10633,-3219,-1369
-16200,2460,-5872,-8677,-8635,-337
-11112,2424,-8584,-6543,-7399,190
-9272,2488,-6752,-4267,-2438,-733
-12456,4204,-6224,-2651,-261,-1346
-13824,4652,-6592,-1325,-1200,-1533
-12912,4572,-6096,-67,-880,-1716
-12476,4296,-7128,809,763,-2151
-12080,4208,-5344,2251,1728,-2377
-13448,4664,-6104,3998,813,-2382
-13072,4308,-6652,4571,-44,-2929
-13024,3712,-7220,4970,727,-3174
-12996,3588,-6548,4656,2418,-3661
-14100,3388,-4884,5553,2906,-3790
-15540,3580,-4684,6668,1796,-4097
-16240,3632,-5040,7049,896,-4313
-15264,4124,-5804,7164,802,-4680
-15208,4460,-5708,6819,1953,-5113
-16180,4220,-3812,7369,1637,-4994
-17072,5072,-4408,8125,92,-4918
-17232,4680,-4320,8416,-933,-4676
-16996,5064,-5100,8335,-686,-4439
-16996,5460,-5464,7254,-1188,-4349
-16460,5172,-4164,7035,-1202,-4502
-16500,5032,-3256,7833,-2201,-4329
-17096,5504,-4184,7757,-2427,-4612
-16288,5040,-5108,7008,-1952,-4321
-15560,4616,-5456,5724,-1593,-4152
-16036,4104,-4756,4585,-669,-3523
-14964,3692,-3312,4081,-1014,-3828
-15272,3064,-3648,4008,-460,-3982
-14312,2696,-3272,4052,-756,-4061
-14560,2696,-4232,3501,-1467,-4529
-14528,2212,-3804,3004,-629,-4265
-14812,1968,-4100,2959,-971,-4194
-14848,2008,-3760,2930,-2065,-4203
-14900,1836,-3908,3011,-2475,-3957
-14156,1580,-4160,3027,-2305,-3804
-15168,1264,-3984,2993,-2046,-3294
-15456,1080,-3732,2945,-2728,-2542
-13768,624,-3128,3020,-3128,-2422
-13724,656,-3996,2900,-2792,-2261
-14536,360,-4268,2439,-2734,-1972
-14768,4,-3616,2040,-1877,-1109
-14448,-520,-3064,1866,-976,-752
-14308,-140,-2940,1629,-969,-815
-14812,44,-3488,1535,-1068,-913
-15372,-320,-3376,1224,-506,-719
-15940,-576,-2924,1049,-299,-317
-15156,-416,-3132,1062,-445,-306
-15208,-348,-3284,858,-659,-473
-15304,-348,-2824,744,-885,-693
-15540,-596,-2780,600,-848,-621
-15392,-800,-2948,507,-194,-407
-15120,-780,-3364,508,-277,-497
-15292,-908,-3096,422,-335,-581
-15660,-632,-3068,343,-357,-625
-15740,-812,-3352,209,-9,-392
-15408,-880,-3200,140,-221,-545
-15572,-756,-2488,221,-209,-396
-15368,-1116,-2620,395,27,-533
-15944,-1040,-3064,346,108,-628
-15884,-1164,-3332,192,67,-685
-16040,-1064,-2964,198,157,-597
-15728,-956,-2824,183,-289,-975
-16212,-1156,-2732,210,-48,-1194
-16500,-1160,-3156,317,-155,-1140
-16536,-1028,-1944,212,2,-1339
-15580,-892,-2268,293,-519,-1148
-16200,-1200,-3096,679,-59,-1538
-15664,-616,-3596,404,-174,-1243
-15488,-1216,-2556,233,106,-1432
-15500,-1328,-2892,337,410,-1057
-16048,-1172,-3848,503,1591,-1417
-15868,-1568,-2248,515,972,-370
-15360,-1848,-1064,1583,1115,128
-15344,-1516,-2444,1515,663,346
-13976,-1972,-2912,1601,-371,318
-13444,-1540,-3036,1545,7,218
-13688,-1780,-2672,1390,1451,163
-14632,-1740,-2988,1242,1634,38
-14708,-1844,-3224,945,1398,84
-14768,-1540,-2700,775,1440,-318
-15860,-1816,-2304,1145,2065,-266
-16384,-1636,-2888,1303,734,-262
-15508,-1544,-2772,889,-549,-483
-14636,-1448,-1588,550,-423,-109
-16060,-1756,-2852,577,717,-860
-17080,-1432,-2008,-72,-1444,-101
-14880,-2028,-1980,395,-906,-322
-16240,-1952,-3000,308,299,-183
-16196,-1740,-2608,-80,-617,-437
-15708,-1660,-1852,-14,-976,-320
-15864,-1792,-2536,312,-1230,-515
-16020,-1548,-3324,315,-2553,-715
-15340,-1708,-2912,552,-2051,-333
-15048,-1924,-3164,1142,-1764,210
-14828,-1604,-2928,935,-1649,-164
-15620,-1844,-2040,702,-1771,-395
-15588,-2124,-1580,960,-1250,-52
-15532,-2096,-1780,1011,-884,207
-16056,-1936,-1368,834,-1574,253
-15076,-1684,-1328,933,-1683,441
-14928,-1964,-1408,1176,-1433,516
-14512,-1796,-1692,1441,-1608,225
-15148,-1828,-2152,861,-916,297
-15436,-1976,-652,298,-114,338
-15600,-1864,-380,393,168,618
-14404,-1740,-1068,528,781,922
-14724,-1476,-1604,326,264,489
-14988,-1508,-964,412,246,334
-15556,-1600,-972,695,845,306
-15880,-1636,-1704,888,603,52
-16256,-1320,-1840,856,-307,-578
-16580,-1444,-1336,1042,-1415,-1081
-16500,-1764,-800,1558,-2319,-1289
-16164,-1648,-892,1773,-3648,-1719
-16148,-1880,-780,2160,-4938,-2203
-16092,-1640,-492,2319,-6105,-2627
-15740,-1724,76,2074,-6996,-3154
-15516,-2020,600,1687,-7292,-2923
-15868,-2396,880,1333,-6785,-2535
-16200,-2372,1364,1164,-4831,-2435
-14720,-1816,2280,689,-5025,-1803
-14216,-2056,2232,1174,-2961,-584
-13552,-1784,1920,1430,-3249,463
-15364,-1708,1840,574,-5624,587
-13972,-2484,1800,1470,-4115,790
-13672,-2704,1420,1984,-286,1376
-15004,-2596,676,1891,422,971
-15676,-2720,1580,1844,-1735,1348
-14788,-2560,2580,2553,-2313,2075
-13728,-1680,1976,2744,-1019,1874
-15084,-1376,1980,2143,474,1061
-16656,-780,2500,970,-83,311
-17100,-1256,3508,288,-1854,-358
-15872,-1200,3320,400,-2683,-617
-15212,-1456,3352,426,-2546,-451
-14520,-1072,3852,371,-3097,201
-15248,-888,3748,764,-3389,534
-14216,-1068,3180,1062,-2794,752
-14360,-716,2904,1119,-2165,1604
-15040,-312,2748,1240,-3133,1740
-14676,-464,2992,863,-4107,1070
-15368,-1388,2908,1266,-2209,347
-15412,-1356,2192,1379,-1876,-339
-16000,-1640,2924,1283,-1814,-678
-15196,-2084,4080,1577,-1283,-804
-14924,-1780,4616,1205,280,-538
-14880,-1128,4536,474,126,-612
-14780,-1256,4172,139,-1110,-1150
-14692,-1368,3972,25,-992,-887
-14044,-1176,4056,394,-119,-457
-14028,-1452,4044,647,231,-896
-15028,-1792,3260,976,586,-482
-15920,-1696,3016,765,855,-492
-15368,-924,4380,320,43,-666
-15200,-1132,5316,115,-218,87
-15052,-1608,4544,758,291,355
-15332,-1252,3080,865,-690,-11
-14908,-1256,2936,77,-740,-227
-15156,-1460,3944,-111,-575,-107
-14388,-1312,4704,99,-670,6
-14396,-1768,4332,373,-814,186
-13524,-1684,4796,636,-661,1375
-11964,-660,4688,775,839,2056
-13980,88,4728,-279,1003,1755
-15884,-560,4700,309,-812,1729
-16044,-848,3512,989,-2421,1391
-14236,-528,3608,635,-1179,371
-15384,-456,4028,893,1406,-399
-15304,-428,3936,732,2371,-933
-15776,-944,4516,679,2938,-613
-15776,-308,4600,343,1323,-434
-14608,-244,4856,162,98,-513
-14776,-348,4592,313,-191,-58
-14580,-380,3996,492,-217,36
-14568,-304,4372,-69,101,-381
-14912,-1020,4636,427,53,-496
-14792,-708,4212,771,265,-427
-14672,-632,4520,602,-103,-190
-14440,-476,4888,569,-69,-383
-15464,-784,4280,787,-221,-363
-15172,-860,3932,495,-886,-772
-14744,-484,4456,-159,-875,-905
-14388,-124,5252,-564,-794,-1047
-15236,-244,4972,-812,-1780,-726
-14172,-440,4464,-1044,-3052,-414
-14128,-140,4456,-1372,-3358,-188
-14348,-132,4368,-1542,-3394,-280
-15328,-876,4836,-1284,-3711,389
-14252,-428,5300,-1206,-3195,869
-14248,-188,6520,-1200,-2306,974
-15380,-484,5656,-519,-4459,1149
-15356,-304,5480,-838,-7339,1312
-14612,-52,6292,-1521,-8249,1895
-14920,-152,7280,-2173,-9581,1855
-13624,4,7748,-2539,-9859,2214
-13356,-196,8680,-2325,-9709,2498
-13668,-32,7836,-1761,-9727,1829
-11940,288,7488,-2736,-10144,932
-11804,-664,8364,-2603,-4701,-52
-13616,-768,7916,-2077,-1494,-727
-14468,-440,8308,-2110,-1191,-1148
-13944,-208,9248,-1961,-2495,-900
-13140,-200,10108,-1787,-5150,-571
-13184,-564,10936,-1781,-7932,166
-13792,-684,10512,-1235,-12088,1007
-12408,-192,9332,-1674,-16502,961
-10000,-776,10348,-2314,-19220,2887
-8656,-740,11416,-1890,-18121,3099
-11220,-2252,12852,245,-16725,5172
-8260,-2564,13412,4337,-12107,8607
-7756,-1124,11076,6802,-6667,10278
-5112,408,8228,5694,-3035,10340
-2292,3984,7848,1593,-572,4518
-7132,2620,9152,-2371,177,894
-9604,1784,11224,-4123,334,-734
-11684,660,13704,-2953,-370,-538
-9680,920,14544,-1149,210,-652
-8764,1124,13012,238,1045,-1470
-8756,2060,11632,-697,1255,-3008
-9764,1132,11108,-2307,300,-1800
-4440,1292,12364,-2022,2257,-454
-8156,680,13568,-721,3104,86
-9568,1212,13616,-238,3333,1296
-9420,1500,12988,-1422,1409,629
-8124,692,13736,-2675,737,-150
-8616,568,14088,-2027,1078,-1127
-9476,448,13896,-1775,2029,-1611
-9880,-148,13316,-1604,2552,-838
-9740,164,13408,-1423,1660,-1073
-8584,440,13556,-1081,-605,-2819
-9460,432,11920,-612,-484,-3884
-9492,60,11532,-1816,-143,-3407
-8828,-8,12472,-2080,-513,-2980
-8548,-412,13356,-487,-1016,-3126
-9504,-492,12584,799,-1353,-2425
-9420,-276,11860,1340,-2195,-1200
-8640,20,11276,1063,-2506,-764
-8360,76,11688,376,-2981,-646
-8620,-124,12436,725,-3294,-344
-7344,-504,12644,1607,-2247,-236
-7776,-268,11080,1286,102,184
-7628,-68,9588,-451,1151,625
-9952,672,12480,-1032,-559,885
-8720,632,14064,355,-1893,133
-10144,788,13312,1910,-2585,-827
-7540,1948,12212,233,-4788,-1492
-9032,1004,14972,343,-2315,-3591
-8436,300,16272,2038,196,-2580
-9664,-416,14720,4059,517,1052
-6452,900,12740,2651,253,2512
-4900,1228,12964,543,-2235,486
-6968,552,13600,-154,-3087,-1089
-6784,-136,14420,-316,-2463,-1179
-7076,-360,13428,-76,-481,-1052
-9140,136,12444,-724,-780,-1363
-8072,12,13836,-1335,-4155,-1413
-7476,-188,14612,260,-3411,-1552
-6168,728,13116,164,-1646,-1352
-7892,928,13188,-959,-1443,-1163
-7872,956,12432,-2385,-2437,-712
-6012,368,14136,-3722,-3080,-462
-5456,208,15660,-1833,-1393,-2061
-6828,416,14088,-640,-2307,-3102
-6204,228,14044,-819,-2456,-3324
-6672,-312,13248,-1185,-2405,-3346
-5568,-880,14616,-1863,-280,-2479
-6372,-900,15452,-1321,23,-2750
-6592,-712,15148,-276,-2064,-3419
-6364,-764,14760,6,-3313,-3249
-6232,-1044,15452,49,-3411,-2607
-6376,-1828,16456,2651,-4826,-2479
-8360,-1996,15764,6082,-5430,-1597
-7280,-1336,12984,8499,-7211,753
-2312,1072,11556,8522,-6164,-666
-3776,2988,11252,6847,-4933,-5079
-4660,2404,15616,2006,-7725,-2425
-2384,1268,18784,2623,-7220,-3307
-4032,1328,16280,4204,-4274,-2104
-1592,2528,15724,3343,-3191,-2389
-2680,2432,14292,1186,-1721,-2747
-4788,2596,12960,-2258,-2948,-3106
-6028,1116,14248,-3229,-2223,-7600
-3820,1488,14564,-4294,-5069,-7706
-1760,-212,15340,-3165,-2690,-10106
-3664,316,14368,-3183,-1875,-7912
