accX,accY,accZ,gX,gY,gZ
-13200,8764,-8428,15949,-6792,-12611
-12416,7468,-6968,14685,-9610,-12761
-9324,6660,-6868,12593,-12772,-13851
-9108,5344,-6824,12257,-5354,-12253
-10384,5628,-6576,11127,-5134,-11981
-11084,5200,-6200,9198,-8441,-10866
-10184,4900,-5416,7290,-10768,-9451
-9312,4068,-4844,5490,-11787,-7688
-7428,3412,-4560,3819,-9558,-5804
-6032,2484,-3696,2684,-4688,-3783
-6084,2424,-3896,1680,-1587,-1611
-7224,2672,-3784,292,-459,982
-8656,3712,-4696,-1456,-13,3842
-7740,3344,-4932,-3300,2048,6221
-7172,3016,-4272,-4297,5276,8225
-7476,4552,-5804,-6137,6392,9246
-9508,5740,-6300,-8894,6478,10127
-9744,5768,-5504,-11030,7344,12051
-9396,5672,-4868,-11928,9944,13126
-9992,7208,-6632,-13481,13520,13743
-11240,8120,-7476,-15615,15211,14328
-10840,8900,-7612,-16974,17817,14983
-13820,10088,-8320,-18379,17348,15089
-14424,11076,-8172,-20635,14974,14909
-13316,12616,-10280,-22616,10318,13961
-13516,14372,-9560,-23431,6802,12959
-12564,15964,-10280,-23453,6927,12445
-12612,17456,-11948,-23481,8654,11890
-14496,18776,-12212,-23103,8515,11009
-14452,20952,-13624,-23336,5498,9466
-11740,21204,-12836,-23514,4718,6625
-8824,20180,-9840,-21835,8693,5336
-10444,21244,-10992,-19784,11027,3658
-9728,21944,-13048,-18799,10567,842
-9072,21304,-12876,-17985,10949,-2252
-9604,20412,-12752,-16598,12170,-5262
-10396,18608,-13484,-15558,10310,-8108
-11284,16228,-14568,-15067,8157,-10435
-12812,14036,-14128,-15167,7693,-11452
-10752,10804,-12724,-14158,4941,-13321
